MapID,MapName,Version,EncounterType,Density,Chance,Species,Form,MinLevel,MaxLevel,Status,Notes
028,Natural Park,0,PokeRadar,40,50,BEEDRILL,"",15,18,"",""
028,Natural Park,0,PokeRadar,40,50,BUTTERFREE,"",15,18,"",""
031,Route 3,0,Land,21,20,PIKACHU,"",14,17,"",""
031,Route 3,0,Land,21,10,EEVEE,"",15,15,"",""
031,Route 3,0,Land,21,10,PONYTA,"",13,15,"",""
031,Route 3,0,Water,2,60,SURSKIT,"",13,14,"",""
031,Route 3,0,Water,2,35,LOTAD,"",14,14,"",""
031,Route 3,0,Water,2,5,LOTAD,"",15,15,"",""
031,Route 3,0,OldRod,"",70,MAGIKARP,"",6,11,"",""
031,Route 3,0,OldRod,"",30,MAGIKARP,"",10,17,"",""
031,Route 3,0,GoodRod,"",60,POLIWAG,"",12,15,"",""
031,Route 3,0,GoodRod,"",20,PSYDUCK,"",11,14,"",""
031,Route 3,0,GoodRod,"",20,WOOPER,"",13,17,"",""
031,Route 3,0,SuperRod,"",40,CHINCHOU,"",11,12,"",""
031,Route 3,0,SuperRod,"",40,REMORAID,"",12,14,"",""
031,Route 3,0,SuperRod,"",20,LUVDISC,"",10,16,"",""
031,Route 3,0,RockSmash,50,60,NOSEPASS,"",13,14,"",""
031,Route 3,0,RockSmash,50,40,GEODUDE,"",12,15,"",""
031,Route 3,0,HeadbuttLow,"",30,PINECO,"",14,17,"",""
031,Route 3,0,HeadbuttLow,"",25,COMBEE,"",15,17,"",""
031,Route 3,0,HeadbuttLow,"",20,PINECO,"",14,16,"",""
031,Route 3,0,HeadbuttLow,"",10,HERACROSS,"",16,18,"",""
031,Route 3,0,HeadbuttLow,"",9,HERACROSS,"",16,17,"",""
031,Route 3,0,HeadbuttLow,"",5,COMBEE,"",15,16,"",""
031,Route 3,0,HeadbuttLow,"",1,MUNCHLAX,"",13,18,"",""
031,Route 3,0,HeadbuttHigh,"",50,SEEDOT,"",14,17,"",""
031,Route 3,0,HeadbuttHigh,"",30,SHROOMISH,"",14,17,"",""
031,Route 3,0,HeadbuttHigh,"",20,BURMY,"",12,15,"",""
033,Echo Ridge Mine,0,Cave,10,25,DIGLETT,"",2,2,"",""
033,Echo Ridge Mine,0,Cave,10,25,RATTATA,"",2,2,"",""
033,Echo Ridge Mine,0,Cave,10,25,SPINARAK,"",2,2,"",""
033,Echo Ridge Mine,0,Cave,10,25,ZUBAT,"",2,2,"",""
034,Ice Cave,0,Cave,5,40,SWINUB,"",16,18,"",""
034,Ice Cave,0,Cave,5,20,SNEASEL,"",14,16,"",""
034,Ice Cave,0,Cave,5,20,SNORUNT,"",12,15,"",""
034,Ice Cave,0,Cave,5,10,SMOOCHUM,"",11,14,"",""
034,Ice Cave,0,Cave,5,10,SNOVER,"",14,14,"",""
039,Route 4,0,Land,21,50,SHELLOS_1,1,12,15,"",""
039,Route 4,0,Land,21,40,GRIMER,"",13,15,"",""
039,Route 4,0,Land,21,10,MURKROW,"",12,14,"",""
041,Route 5,0,Land,21,50,GRIMER,"",13,15,"",""
041,Route 5,0,Land,21,40,SPEAROW,"",13,16,"",""
041,Route 5,0,Land,21,10,SLUGMA,"",13,14,"",""
044,Route 6,0,Land,21,50,SHELLOS_1,1,12,15,"",""
044,Route 6,0,Land,21,40,GRIMER,"",13,15,"",""
044,Route 6,0,Land,21,10,MURKROW,"",12,14,"",""
047,Route 7,0,Land,21,50,SHELLOS,"",12,15,"",""
047,Route 7,0,Land,21,30,BIDOOF,"",14,17,"",""
047,Route 7,0,Land,21,10,MURKROW,"",12,14,"",""
047,Route 7,0,Land,21,10,WURMPLE,"",9,12,"",""
047,Route 7,0,RockSmash,50,90,NOSEPASS,"",13,14,"",""
047,Route 7,0,RockSmash,50,10,GEODUDE,"",12,15,"",""
049,Rock Cave 1F,0,Cave,5,20,MAGNETON,"",14,17,"",""
049,Rock Cave 1F,0,Cave,5,20,MAGNETON,"",14,16,"",""
049,Rock Cave 1F,0,Cave,5,20,NOSEPASS,"",13,14,"",""
049,Rock Cave 1F,0,Cave,5,20,NOSEPASS,"",14,15,"",""
049,Rock Cave 1F,0,Cave,5,10,GEODUDE,"",13,15,"",""
049,Rock Cave 1F,0,Cave,5,10,MAWILE,"",14,16,"",""
050,Rock Cave B1F,0,Cave,5,20,MAGNETON,"",14,17,"",""
050,Rock Cave B1F,0,Cave,5,20,MAGNETON,"",14,16,"",""
050,Rock Cave B1F,0,Cave,5,20,NOSEPASS,"",13,14,"",""
050,Rock Cave B1F,0,Cave,5,20,NOSEPASS,"",14,15,"",""
050,Rock Cave B1F,0,Cave,5,10,BURMY,"",14,16,"",""
050,Rock Cave B1F,0,Cave,5,10,GEODUDE,"",13,15,"",""
051,Dungeon,0,Cave,5,20,CHINGLING,"",1,1,"",""
051,Dungeon,0,Cave,5,20,CLEFFA,"",1,1,"",""
051,Dungeon,0,Cave,5,20,IGGLYBUFF,"",1,1,"",""
051,Dungeon,0,Cave,5,20,PICHU,"",1,1,"",""
051,Dungeon,0,Cave,5,10,RIOLU,"",1,1,"",""
051,Dungeon,0,Cave,5,10,TYROGUE,"",1,1,"",""
066,Safari Zone outside,0,Land,21,20,ABRA,"",12,15,"",""
066,Safari Zone outside,0,Land,21,20,DODUO,"",13,15,"",""
066,Safari Zone outside,0,Land,21,10,HOPPIP,"",13,17,"",""
066,Safari Zone outside,0,Land,21,10,TANGELA,"",14,16,"",""
068,Safari Zone,0,Land,21,20,EXEGGCUTE,"",15,18,"",""
068,Safari Zone,0,Land,21,20,RHYHORN,"",16,18,"",""
068,Safari Zone,0,Land,21,10,AIPOM,"",14,17,"",""
068,Safari Zone,0,Land,21,10,GIRAFARIG,"",16,17,"",""
068,Safari Zone,0,Land,21,10,VENONAT,"",15,18,"",""
068,Safari Zone,0,Land,21,10,VENONAT,"",15,17,"",""
068,Safari Zone,0,Land,21,5,HERACROSS,"",15,17,"",""
068,Safari Zone,0,Land,21,5,TAUROS,"",15,16,"",""
068,Safari Zone,0,Land,21,4,PINSIR,"",16,16,"",""
068,Safari Zone,0,Land,21,4,SCYTHER,"",16,16,"",""
068,Safari Zone,0,Land,21,1,CHANSEY,"",17,17,"",""
068,Safari Zone,0,Land,21,1,KANGASKHAN,"",19,19,"",""
068,Safari Zone,0,Water,2,60,PSYDUCK,"",16,18,"",""
068,Safari Zone,0,Water,2,30,MARILL,"",15,18,"",""
068,Safari Zone,0,Water,2,5,BUIZEL,"",15,17,"",""
068,Safari Zone,0,Water,2,5,SLOWPOKE,"",14,16,"",""
068,Safari Zone,0,OldRod,"",70,MAGIKARP,"",17,21,"",""
068,Safari Zone,0,OldRod,"",30,MAGIKARP,"",17,20,"",""
068,Safari Zone,0,GoodRod,"",60,MAGIKARP,"",16,20,"",""
068,Safari Zone,0,GoodRod,"",20,FEEBAS,"",16,20,"",""
068,Safari Zone,0,GoodRod,"",20,POLIWAG,"",17,18,"",""
068,Safari Zone,0,SuperRod,"",40,GOLDEEN,"",16,18,"",""
068,Safari Zone,0,SuperRod,"",40,REMORAID,"",17,19,"",""
068,Safari Zone,0,SuperRod,"",15,CARVANHA,"",16,17,"",""
068,Safari Zone,0,SuperRod,"",4,FINNEON,"",15,18,"",""
068,Safari Zone,0,SuperRod,"",1,DRATINI,"",17,17,"",""
069,Route 8,0,Land,21,20,MAREEP,"",16,18,"",""
069,Route 8,0,Land,21,20,ODDISH,"",15,17,"",""
069,Route 8,0,Land,21,13,BONSLY,"",14,16,"",""
069,Route 8,0,Land,21,10,DITTO,"",16,18,"",""
069,Route 8,0,Land,21,10,DITTO,"",15,17,"",""
069,Route 8,0,Land,21,10,LOTAD,"",15,18,"",""
069,Route 8,0,Land,21,10,LOTAD,"",15,17,"",""
069,Route 8,0,Land,21,5,BONSLY,"",14,17,"",""
069,Route 8,0,Land,21,1,BONSLY,"",15,15,"",""
069,Route 8,0,Land,21,1,BONSLY,"",15,16,"",""
069,Route 8,0,Water,2,60,TENTACOOL,"",14,19,"",""
069,Route 8,0,Water,2,30,MANTYKE,"",15,16,"",""
069,Route 8,0,Water,2,10,REMORAID,"",14,16,"",""
069,Route 8,0,OldRod,"",100,MAGIKARP,"",16,19,"",""
069,Route 8,0,GoodRod,"",60,BARBOACH,"",17,18,"",""
069,Route 8,0,GoodRod,"",20,KRABBY,"",15,16,"",""
069,Route 8,0,GoodRod,"",20,SHELLDER,"",16,19,"",""
069,Route 8,0,SuperRod,"",40,CHINCHOU,"",17,19,"",""
069,Route 8,0,SuperRod,"",40,QWILFISH,"",16,19,"",""
069,Route 8,0,SuperRod,"",15,CORSOLA,"",15,18,"",""
069,Route 8,0,SuperRod,"",5,STARYU,"",15,17,"",""
070,Route 8 underwater,0,Land,21,20,CHINCHOU,"",17,21,"",""
070,Route 8 underwater,0,Land,21,20,CLAMPERL,"",18,20,"",""
070,Route 8 underwater,0,Land,21,20,SHELLDER,"",18,20,"",""
070,Route 8 underwater,0,Land,21,10,CLAMPERL,"",18,19,"",""
070,Route 8 underwater,0,Land,21,10,CORSOLA,"",17,20,"",""
070,Route 8 underwater,0,Land,21,10,RELICANTH,"",16,19,"",""
070,Route 8 underwater,0,Land,21,10,SHELLDER,"",18,19,"",""
075,Tiall Region,0,Land,21,20,GEODUDE_1,1,11,14,"",""
075,Tiall Region,0,Land,21,20,RATTATA_1,1,11,14,"",""
075,Tiall Region,0,Land,21,10,CUBONE,"",11,14,"",""
075,Tiall Region,0,Land,21,10,DIGLETT_1,1,11,14,"",""
075,Tiall Region,0,Land,21,10,MEOWTH_1,1,11,14,"",""
075,Tiall Region,0,Land,21,10,PIKACHU,"",11,14,"",""
075,Tiall Region,0,Land,21,10,SANDSHREW_1,1,11,14,"",""
075,Tiall Region,0,Land,21,10,VULPIX_1,1,11,14,"",""
042,Northshire Vineyards,0,Land,10,34,SMOLIV,"",1,2,"",""
042,Northshire Vineyards,0,Land,10,33,GRUBBIN,"",1,2,"",""
042,Northshire Vineyards,0,Land,10,33,HOPPIP,"",1,2,"",""
042,Northshire Vineyards,0,OldRod,"",35,GOLDEEN,"",1,3,"",""
042,Northshire Vineyards,0,OldRod,"",30,FINNEON,"",1,3,"",""
042,Northshire Vineyards,0,OldRod,"",30,FEEBAS,"",1,3,"",""
042,Northshire Vineyards,0,OldRod,"",5,CORPHISH,"",2,4,"",""
076,Northshire Abbey,0,Land,10,30,POOCHYENA,"",1,2,"",""
076,Northshire Abbey,0,Land,10,30,RATTATA,"",1,2,"",""
076,Northshire Abbey,0,Land,10,15,CATERPIE,"",1,2,"",""
076,Northshire Abbey,0,Land,10,15,PIDGEY,"",1,2,"",""
076,Northshire Abbey,0,Land,10,15,SENTRET,"",1,2,"",""
077,Goldshire,0,Land,10,25,POOCHYENA,"",2,4,"",""
077,Goldshire,0,Land,10,25,RATTATA,"",2,4,"",""
077,Goldshire,0,Land,10,15,PIDGEY,"",2,4,"",""
077,Goldshire,0,Land,10,15,SENTRET,"",2,4,"",""
077,Goldshire,0,Land,10,10,CATERPIE,"",2,3,"",""
077,Goldshire,0,Land,10,10,HOUNDOUR,"",3,5,"",""
079,Brackwell Pumpkin Patch,0,Land,10,25,GASTLY,"",3,5,"",""
079,Brackwell Pumpkin Patch,0,Land,10,25,ROOKIDEE,"",3,5,"",""
079,Brackwell Pumpkin Patch,0,Land,10,25,PUMPKABOO,"",3,5,"",""
079,Brackwell Pumpkin Patch,0,Land,10,10,MISDREAVUS,"",4,6,"",""
079,Brackwell Pumpkin Patch,0,Land,10,10,MURKROW,"",4,6,"",""
079,Brackwell Pumpkin Patch,0,Land,10,5,DELIBIRD,"",5,7,"",""
080,Crystal Lake,0,Land,12,25,PIDGEY,"",2,4,"",""
080,Crystal Lake,0,Land,12,20,SENTRET,"",2,4,"",""
080,Crystal Lake,0,Land,12,20,MAGIKARP,"",5,10,"",""
080,Crystal Lake,0,Land,12,15,GOLDEEN,"",5,10,"",""
080,Crystal Lake,0,Land,12,10,PSYDUCK,"",4,6,"",""
080,Crystal Lake,0,Land,12,10,WOOPER,"",4,6,"",""
081,Eastvale Logging Camp,0,Land,10,25,CATERPIE,"",2,4,"",""
081,Eastvale Logging Camp,0,Land,10,25,WEEDLE,"",2,4,"",""
081,Eastvale Logging Camp,0,Land,10,20,PIDGEY,"",2,4,"",""
081,Eastvale Logging Camp,0,Land,10,15,SENTRET,"",2,4,"",""
081,Eastvale Logging Camp,0,Land,10,15,HOOTHOOT,"",3,5,"",""
082,Fargodeep Mine,0,Cave,8,30,ZUBAT,"",3,6,"",""
082,Fargodeep Mine,0,Cave,8,25,GEODUDE,"",3,6,"",""
082,Fargodeep Mine,0,Cave,8,20,DIGLETT,"",3,5,"",""
082,Fargodeep Mine,0,Cave,8,15,RATTATA,"",2,4,"",""
082,Fargodeep Mine,0,Cave,8,10,WHISMUR,"",4,6,"",""
083,Forest's Edge,0,Land,10,25,POOCHYENA,"",2,4,"",""
083,Forest's Edge,0,Land,10,25,RATTATA,"",2,4,"",""
083,Forest's Edge,0,Land,10,20,PIDGEY,"",2,4,"",""
083,Forest's Edge,0,Land,10,15,SENTRET,"",2,4,"",""
083,Forest's Edge,0,Land,10,15,HOUNDOUR,"",3,5,"",""
084,Heroes' Vigil,0,Land,15,30,PIDGEY,"",2,4,"",""
084,Heroes' Vigil,0,Land,15,25,SENTRET,"",2,4,"",""
084,Heroes' Vigil,0,Land,15,25,RATTATA,"",2,4,"",""
084,Heroes' Vigil,0,Land,15,20,HOOTHOOT,"",3,5,"",""
085,Jasperlode Mine,0,Cave,8,30,ZUBAT,"",4,7,"",""
085,Jasperlode Mine,0,Cave,8,25,GEODUDE,"",4,7,"",""
085,Jasperlode Mine,0,Cave,8,20,ONIX,"",5,8,"",""
085,Jasperlode Mine,0,Cave,8,15,DIGLETT,"",3,6,"",""
085,Jasperlode Mine,0,Cave,8,10,ARON,"",5,8,"",""
086,Jerod's Landing,0,Land,12,25,PIDGEY,"",2,4,"",""
086,Jerod's Landing,0,Land,12,20,WINGULL,"",3,5,"",""
086,Jerod's Landing,0,Land,12,20,MAGIKARP,"",5,10,"",""
086,Jerod's Landing,0,Land,12,15,TENTACOOL,"",5,10,"",""
086,Jerod's Landing,0,Land,12,10,KRABBY,"",4,6,"",""
086,Jerod's Landing,0,Land,12,10,CORPHISH,"",4,6,"",""
087,The Maclure Vineyards,0,Land,10,25,ODDISH,"",3,5,"",""
087,The Maclure Vineyards,0,Land,10,25,BELLSPROUT,"",3,5,"",""
087,The Maclure Vineyards,0,Land,10,20,PIDGEY,"",2,4,"",""
087,The Maclure Vineyards,0,Land,10,15,RATTATA,"",2,4,"",""
087,The Maclure Vineyards,0,Land,10,15,HOPPIP,"",3,5,"",""
088,Mirror Lake,0,Land,12,25,PIDGEY,"",2,4,"",""
088,Mirror Lake,0,Land,12,20,SENTRET,"",2,4,"",""
088,Mirror Lake,0,Land,12,20,MAGIKARP,"",5,10,"",""
088,Mirror Lake,0,Land,12,15,GOLDEEN,"",5,10,"",""
088,Mirror Lake,0,Land,12,10,PSYDUCK,"",4,6,"",""
088,Mirror Lake,0,Land,12,10,MARILL,"",4,6,"",""
089,Mirror Lake Orchard,0,Land,10,30,CATERPIE,"",2,4,"",""
089,Mirror Lake Orchard,0,Land,10,20,WEEDLE,"",2,4,"",""
089,Mirror Lake Orchard,0,Land,10,20,PIDGEY,"",2,4,"",""
089,Mirror Lake Orchard,0,Land,10,15,APPLIN,"",3,5,"",""
089,Mirror Lake Orchard,0,Land,10,15,CHERUBI,"",3,5,"",""
090,Ridgepoint Tower,0,Land,12,30,PIDGEY,"",3,5,"",""
090,Ridgepoint Tower,0,Land,12,25,SPEAROW,"",3,5,"",""
090,Ridgepoint Tower,0,Land,12,20,RATTATA,"",2,4,"",""
090,Ridgepoint Tower,0,Land,12,15,NATU,"",4,6,"",""
090,Ridgepoint Tower,0,Land,12,10,SWABLU,"",4,6,"",""
091,Stone Cairn Lake,0,Land,12,25,PIDGEY,"",3,5,"",""
091,Stone Cairn Lake,0,Land,12,20,SENTRET,"",3,5,"",""
091,Stone Cairn Lake,0,Land,12,20,MAGIKARP,"",5,12,"",""
091,Stone Cairn Lake,0,Land,12,15,GOLDEEN,"",5,12,"",""
091,Stone Cairn Lake,0,Land,12,10,PSYDUCK,"",5,7,"",""
091,Stone Cairn Lake,0,Land,12,10,LOTAD,"",4,6,"",""
092,The Stonefield Farm,0,Land,10,25,MAREEP,"",3,5,"",""
092,The Stonefield Farm,0,Land,10,25,RATTATA,"",2,4,"",""
092,The Stonefield Farm,0,Land,10,20,PIDGEY,"",2,4,"",""
092,The Stonefield Farm,0,Land,10,15,SENTRET,"",2,4,"",""
092,The Stonefield Farm,0,Land,10,15,MUDBRAY,"",4,6,"",""
094,Thunder Falls,0,Land,10,25,ELECTRIKE,"",4,6,"",""
094,Thunder Falls,0,Land,10,20,PIDGEY,"",3,5,"",""
094,Thunder Falls,0,Land,10,20,MAGIKARP,"",5,12,"",""
094,Thunder Falls,0,Land,10,15,GOLDEEN,"",5,12,"",""
094,Thunder Falls,0,Land,10,10,PSYDUCK,"",4,6,"",""
094,Thunder Falls,0,Land,10,10,CHINCHOU,"",5,8,"",""
095,Tower of Azora,0,Land,12,25,ABRA,"",4,6,"",""
095,Tower of Azora,0,Land,12,25,RATTATA,"",2,4,"",""
095,Tower of Azora,0,Land,12,20,PIDGEY,"",3,5,"",""
095,Tower of Azora,0,Land,12,15,NATU,"",4,6,"",""
095,Tower of Azora,0,Land,12,15,SPOINK,"",4,6,"",""
096,Westbrook Garrison,0,Land,12,25,POOCHYENA,"",3,5,"",""
096,Westbrook Garrison,0,Land,12,25,RATTATA,"",2,4,"",""
096,Westbrook Garrison,0,Land,12,20,PIDGEY,"",2,4,"",""
096,Westbrook Garrison,0,Land,12,15,HOUNDOUR,"",4,6,"",""
096,Westbrook Garrison,0,Land,12,15,GROWLITHE,"",4,6,"",""
